Reports - Non Property Floodings - 01/01/2023 - 31/12/2023 - All,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
38091,,5558440,2216201,XX GARNETTS BISHOP'S STORTFORD CM226XX,2023-11-07 00:00:00,2023-11-06 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
38092,,527065,143675,LEE STREET HORLEY RH6 8HE,2023-11-07 00:00:00,2023-11-03 00:00:00,Foul F,Equipment,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
16840,Croydon,5379421,1645610,XXX KENT GATE WAY ADDINGTON CR0 5XX,2023-11-06 00:00:00,2023-11-06 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,500,100,TWUL (EX S24)
38088,,5316378,1918291,XX MEDESENGE WAY LONDON N13 6XX,2023-11-07 00:00:00,2023-11-06 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (EX S24)
38095,,5589309,1651487,XXXXXXXXXXX FAWKHAM GREEN ROAD LONGFIELD DA3 8XX,2023-11-08 00:00:00,2023-11-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
38035,,4640772,1965281,X MONUMENT ROAD OXFORD OX447XX,2023-11-07 00:00:00,2023-11-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,100,TWUL (LOCAL)
36549,,5329057,2042695,XXX HAMMONDSTREET ROAD WALTHAM CROSS EN7 6XX,2023-11-07 00:00:00,2023-11-07 00:00:00,Surface S,Blockage,Above ground,Highways,< 1 Month,,0,40,TWUL (LOCAL)
38096,,5061472,2163669,HIGH STREET ST. ALBANS AL3 8LF,2023-11-08 00:00:00,2023-11-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
38094,,474715,208264,"XX HEDGEHOG WAY, AYLESBURY, HP178XX",2023-11-08 00:00:00,2023-11-04 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,PRIVATE
16393,Windsor & Maidenhead,4824407,1836476,XXXXX COTTAGE SHEPHERDS LA HURLEY SL6 5XX,2023-11-09 00:00:00,2023-11-08 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,10,10,TWUL (LOCAL)
38102,,5134819,1749894,X COOMBE CLOSE HOUNSLOW TW3 3XX,2023-11-09 00:00:00,2023-11-08 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
38093,,519666,182249,A40 W/B J/W Mansfield Rd - Lane 1 flooded. W3 0BZ,2023-11-08 00:00:00,2022-11-01 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,205,40,TWUL (LOCAL)
38093,,519666,182249,A40 W/B J/W Mansfield Rd - Lane 1 flooded. W3 0BZ,2023-11-08 00:00:00,2021-06-27 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,205,40,TWUL (LOCAL)
24651,Broxbourne,5365801,2054598,X THE LIMES FAIRFIELD DR HODDESDON EN10 6XX,2023-11-09 00:00:00,2023-11-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,100,TWUL (LOCAL)
38093,,519666,182249,A40 W/B J/W Mansfield Rd - Lane 1 flooded. W3 0BZ,2023-11-08 00:00:00,2022-11-03 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,205,40,TWUL (LOCAL)
38097,,519057,182314,W5 3AB-ENQ14795 FTR: A40 Western Avenue W/B before Hanger Lane by Park Royal Station - Flooding across all three lanes,2023-11-08 00:00:00,2022-11-03 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,BE,85,0,TWUL (LOCAL)
38097,,519057,182314,W5 3AB-ENQ14795 FTR: A40 Western Avenue W/B before Hanger Lane by Park Royal Station - Flooding across all three lanes,2023-11-08 00:00:00,2023-03-08 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,BE,85,0,TWUL (LOCAL)
38097,,519057,182314,W5 3AB-ENQ14795 FTR: A40 Western Avenue W/B before Hanger Lane by Park Royal Station - Flooding across all three lanes,2023-11-08 00:00:00,2021-06-27 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,BE,85,0,TWUL (LOCAL)
7474,Barnet,523826,187739,BRENT CROSS FLYOVER HENDON WAY NW2 NW2 1LZ,2023-11-08 00:00:00,2022-11-06 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,390,0,TWUL (LOCAL)
7474,Barnet,523826,187739,BRENT CROSS FLYOVER HENDON WAY NW2 NW2 1LZ,2023-11-08 00:00:00,2022-11-03 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,390,0,TWUL (LOCAL)
7474,Barnet,523826,187739,BRENT CROSS FLYOVER HENDON WAY NW2 NW2 1LZ,2023-11-08 00:00:00,2022-10-24 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,390,0,TWUL (LOCAL)
7474,Barnet,523826,187739,BRENT CROSS FLYOVER HENDON WAY NW2 NW2 1LZ,2023-11-08 00:00:00,2021-10-02 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,390,0,TWUL (LOCAL)
7474,Barnet,523826,187739,BRENT CROSS FLYOVER HENDON WAY NW2 NW2 1LZ,2023-11-08 00:00:00,2021-07-28 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,390,0,TWUL (LOCAL)
38098,,512790,172097,Apex roundabout near Hampton Road/ Great Chertsey Road/Churchfields avenue TW13 6HB,2023-11-08 00:00:00,2022-01-04 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,215,0,TWUL (LOCAL)
38098,,512790,172097,Apex roundabout near Hampton Road/ Great Chertsey Road/Churchfields avenue TW13 6HB,2023-11-08 00:00:00,2021-10-30 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,215,0,TWUL (LOCAL)
38098,,512790,172097,Apex roundabout near Hampton Road/ Great Chertsey Road/Churchfields avenue TW13 6HB,2023-11-08 00:00:00,2021-07-06 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,215,0,TWUL (LOCAL)
38098,,512790,172097,Apex roundabout near Hampton Road/ Great Chertsey Road/Churchfields avenue TW13 6HB,2023-11-08 00:00:00,2021-06-20 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,215,0,TWUL (LOCAL)
38098,,512790,172097,Apex roundabout near Hampton Road/ Great Chertsey Road/Churchfields avenue TW13 6HB,2023-11-08 00:00:00,2022-11-07 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,215,0,TWUL (LOCAL)
38098,,512790,172097,Apex roundabout near Hampton Road/ Great Chertsey Road/Churchfields avenue TW13 6HB,2023-11-08 00:00:00,2022-03-17 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,215,0,TWUL (LOCAL)
38098,,512790,172097,Apex roundabout near Hampton Road/ Great Chertsey Road/Churchfields avenue TW13 6HB,2023-11-08 00:00:00,2021-09-14 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,215,0,TWUL (LOCAL)
38093,,519666,182249,A40 W/B J/W Mansfield Rd - Lane 1 flooded. W3 0BZ,2023-11-08 00:00:00,2007-07-20 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,205,40,TWUL (LOCAL)
38093,,519666,182249,A40 W/B J/W Mansfield Rd - Lane 1 flooded. W3 0BZ,2023-11-08 00:00:00,2014-08-06 00:00:00,Surface S,Blockage,Above ground,Highways,< 1 Month,AE,205,40,TWUL (LOCAL)
38093,,519666,182249,A40 W/B J/W Mansfield Rd - Lane 1 flooded. W3 0BZ,2023-11-08 00:00:00,2016-02-07 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,205,40,TWUL (LOCAL)
38093,,519666,182249,A40 W/B J/W Mansfield Rd - Lane 1 flooded. W3 0BZ,2023-11-08 00:00:00,2017-05-29 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,205,40,TWUL (LOCAL)
38093,,519666,182249,A40 W/B J/W Mansfield Rd - Lane 1 flooded. W3 0BZ,2023-11-08 00:00:00,2018-03-29 00:00:00,Surface S,Blockage,Above ground,Highways,< 1 Month,AE,205,40,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2022-11-03 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38093,,519666,182249,A40 W/B J/W Mansfield Rd - Lane 1 flooded. W3 0BZ,2023-11-08 00:00:00,2018-05-24 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,205,40,TWUL (LOCAL)
38093,,519666,182249,A40 W/B J/W Mansfield Rd - Lane 1 flooded. W3 0BZ,2023-11-08 00:00:00,2018-07-13 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,205,40,TWUL (LOCAL)
38093,,519666,182249,A40 W/B J/W Mansfield Rd - Lane 1 flooded. W3 0BZ,2023-11-08 00:00:00,2018-10-04 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,205,40,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2022-10-24 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2022-10-22 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2022-09-08 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2022-09-06 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2022-08-25 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38100,,518934,181579,W5 3XX- Clear surcharging blocked gully causing standing water on f/way & c/way O/S No.XX - possible slip hazard. Reported to TW by TFL,2023-11-08 00:00:00,2019-11-13 00:00:00,Private P,Blockage,Above ground,Highways,< 1 Month,AE,25,0,PRIVATE
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2022-08-17 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2022-02-21 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2022-02-14 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2022-02-06 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38100,,518934,181579,W5 3XX - Clear surcharging blocked gully causing standing water on f/way & c/way O/S No.XX - possible slip hazard. Reported to TW by TFL,2023-11-08 00:00:00,2014-10-30 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,25,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2021-12-26 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2021-12-07 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38101,,518451,181150,A406 Hangar Lane N/B o/s no. XX after j/w Madeley road - Multiple blocked gully's causing ponding on CW,2023-11-08 00:00:00,2015-03-06 00:00:00,Private P,Blockage,Above ground,Highways,< 1 Month,,0,0,PRIVATE
38100,,518934,181579,W5 3XX - Clear surcharging blocked gully causing standing water on f/way & c/way O/S No.XX - possible slip hazard. Reported to TW by TFL,2023-11-08 00:00:00,2015-01-30 00:00:00,Surface S,Blockage,Above ground,Highways,< 1 Month,AE,25,0,TWUL (LOCAL)
38100,,518934,181579,W5 3XX - Clear surcharging blocked gully causing standing water on f/way & c/way O/S No.XX - possible slip hazard. Reported to TW by TFL,2023-11-08 00:00:00,2015-01-13 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,25,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2021-10-02 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38100,,518934,181579,W5 3XX - Clear surcharging blocked gully causing standing water on f/way & c/way O/S No.XX- possible slip hazard. Reported to TW by TFL,2023-11-08 00:00:00,2009-07-09 00:00:00,Surface S,Blockage,Above ground,Highways,< 1 Month,AE,25,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2021-09-29 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2021-09-14 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38100,,518934,181579,W5 3XX - Clear surcharging blocked gully causing standing water on f/way & c/way O/S No.XX- possible slip hazard. Reported to TW by TFL,2023-11-08 00:00:00,2008-07-09 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,25,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2021-09-07 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38100,,518934,181579,W5 3XX - Clear surcharging blocked gully causing standing water on f/way & c/way O/S No.XX- possible slip hazard. Reported to TW by TFL,2023-11-08 00:00:00,2008-03-29 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,25,0,TWUL (LOCAL)
38100,,518934,181579,W5 3XX - Clear surcharging blocked gully causing standing water on f/way & c/way O/S No.XX- possible slip hazard. Reported to TW by TFL,2023-11-08 00:00:00,2008-01-15 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,25,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2021-07-28 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2021-07-26 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2021-02-04 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2020-11-15 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2020-08-29 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2020-08-13 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2020-02-28 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2019-12-26 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2018-12-18 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2018-05-29 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
38099,,541186,190300,Charlie Browns Roundabout E18 1HB,2023-11-08 00:00:00,2018-04-11 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,335,0,TWUL (LOCAL)
34638,Kingston,517071,163203,XXXXXX COTTAGE BARWELL DR CHESSINGTON KT9 2XX,2023-11-10 00:00:00,2023-11-09 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,100,UNKNOWN
38109,,5113322,1942296,XXX OAKLANDS AVENUE WATFORD WD194XX,2023-11-10 00:00:00,2023-11-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,
38103,,5038741,1945673,XX SHEPHERDS LANE RICKMANSWORTH WD3 8XX,2023-11-09 00:00:00,2023-11-09 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37341,,5160550,1998729,X WATFORD ROAD RADLETT WD7 8XX,2023-11-13 00:00:00,2023-11-08 00:00:00,Surface S,Blockage,Above ground,Highways,< 1 Month,,0,40,TWUL (LOCAL)
38106,,514946,193005,COMMON ROAD STANMORE HA7 3FT,2023-11-10 00:00:00,2023-11-08 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
38107,,514967,193022,ANITA DORFMAN HOUSE COMMON ROAD STANMORE HA7 3FT,2023-11-10 00:00:00,2023-11-08 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
38112,,518153,187455,PRESTON ROAD HARROW HA3 0QQ,2023-11-13 00:00:00,2023-11-10 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
38115,,4145502,1913134,BEGGARS ROOST LOWER VILLAGE SWINDON SN267BJ,2023-11-13 00:00:00,2023-11-10 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
38110,,5397517,2251327,XX THE STREET WARE SG112XX,2023-11-11 00:00:00,2023-11-10 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
38116,,4818860,1849967,XX KINGS WOOD MARLOW SL7 2XX,2023-11-13 00:00:00,2023-11-11 00:00:00,Private P,Blockage,Above ground,Highways,< 1 Month,,0,0,
38111,,5498379,2041236,XX ELM GARDENS EPPING CM166XX,2023-11-11 00:00:00,2023-11-11 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (EX S24)
18570,Kennet,4187728,1716588,XXXXXX COTTAGE MANOR COURTYARD OGBOURNE SN8 1XX,2023-11-13 00:00:00,2023-11-11 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Private Land,< 1 Month,CE,10,20,TWUL (LOCAL)
33280,Aylesbury Vale,4959528,2050345,WOODVIEW HOUSE FARM THE VALE HAWRIDGE HP5 3NT,2023-11-13 00:00:00,2023-11-11 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,50,TWUL (EX S24)
38113,,4935484,1906128,XX BURKES ROAD BEACONSFIELD HP9 1XX,2023-11-13 00:00:00,2023-11-12 00:00:00,Surface S,Blockage,Above ground,Highways,< 1 Month,,0,45,HIGHWAY AUTHORITY
38114,,4841633,1603321,XXX BEAULIEU GARDENS CAMBERLEY GU170XX,2023-11-13 00:00:00,2023-11-12 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (EX S24)
38119,,5190276,1886999,XX MELBURY ROAD HARROW HA3 9XX,2023-11-14 00:00:00,2023-11-12 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
38120,,5473000,1789000,VETERINARY CENTRE 1C EYNSHAM DRIVE LONDON SE2 9RQ,2023-11-14 00:00:00,2023-11-13 00:00:00,Combined C,Equipment,Above ground,Highways,< 1 Month,,0,45,TWUL (LOCAL)
38121,,4358337,2125090,XXXXXXXXX POFFLEY END WITNEY OX299XX,2023-11-14 00:00:00,2023-11-13 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,10,TWUL (EX S24)
3147,St Albans,5134900,2018412,FERN HOUSE STATION RD BRICKET WOOD AL2 3PG,2023-11-14 00:00:00,2023-11-13 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37991,,554494,174819,X ALDER PLACE DARTFORD DA1 5XX,2023-11-13 00:00:00,2023-11-10 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (EX S24)
38117,,4026574,2021752,XX CORINIUM GATE CIRENCESTER GL7 2XX,2023-11-13 00:00:00,2023-11-12 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
12866,South Oxon,473564,205361,XXXXX LOWER GREEN TOWERSEY OX9 3XX,2023-11-14 00:00:00,2023-11-13 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,100,0,TWUL (LOCAL)
2253,Cotswold,4081740,2013772,OLD PACKHORSE LONDON RD AMPNEY ST PE GL7 5SH,2023-11-14 00:00:00,2023-11-13 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,250,100,TWUL (LOCAL)
13375,West Oxfordshire,4271459,2041647,OAK HOUSE LOWER END ALVESCOT OX18 2QA,2023-11-15 00:00:00,2023-11-14 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,BE,50,0,TWUL (LOCAL)
38122,,4860308,1932089,XXX DESBOROUGH ROAD HIGH WYCOMBE HP112XX,2023-11-14 00:00:00,2023-11-14 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
38121,,4358337,2125090,XXXXXXXXX POFFLEY END WITNEY OX299XX,2023-11-15 00:00:00,2023-11-14 00:00:00,Foul F,Equipment,Above ground,Highways,< 1 Month,CE,10,10,TWUL (LOCAL)
38118,,5344933,1699505,XXX ANERLEY ROAD LONDON SE208XX,2023-11-14 00:00:00,2023-11-14 00:00:00,Private P,Blockage,Above ground,Highways,< 1 Month,,0,0,PRIVATE
32107,South Bucks,4948820,1897678,XX HEDGERLEY LA BEACONSFIELD HP9 2XX,2023-11-15 00:00:00,2023-11-14 00:00:00,Surface S,Blockage,Above ground,Highways,< 1 Month,,0,45,HIGHWAY AUTHORITY
38123,,5274660,1925127,XXX TORRINGTON PARK LONDON N12 9XX,2023-11-16 00:00:00,2023-11-03 00:00:00,Private P,Blockage,Above ground,Public Open Space,< 1 Month,,0,0,TWUL (EX S24)
38124,,5417597,2140468,X VICARY COTTAGE ACORN STREET WARE SG128XX,2023-11-16 00:00:00,2023-11-15 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
38120,,5473000,1789000,VETERINARY CENTRE 1C EYNSHAM DRIVE LONDON SE2 9RQ,2023-11-16 00:00:00,2023-11-15 00:00:00,Surface S,Blockage,Above ground,Private Land,< 1 Month,,0,45,UNKNOWN
38127,,449062,166920,UNIT A HAMBRIDGE LANE NEWBURY UNIT A RG145TS,2023-11-16 00:00:00,2023-11-15 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
38125,,4852673,1915109,XX CRESSEX ROAD HIGH WYCOMBE HP124XX,2023-11-16 00:00:00,2023-11-14 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
29487,Dacorum,4987115,2073580,XX KINGS RD BERKHAMSTED HP4 3XX,2023-11-15 00:00:00,2023-11-15 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (EX S24)
38126,,4559451,2081968,STOWFORD HOUSE BAYSWATER ROAD OXFORD OX3 9SA,2023-11-16 00:00:00,2023-11-15 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
38128,,548653,221835,XX BARRELLS DOWN ROAD BISHOPS STORTFORD CM232XX,2023-11-16 00:00:00,2023-11-14 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
38131,,4606670,1886554,X ORCHARD CLOSE WALLINGFORD OX109XX,2023-11-16 00:00:00,2023-11-16 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
38129,,5099159,1815485,X-X MARSHALL DRIVE HAYES UB4 0XX,2023-11-16 00:00:00,2023-11-15 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
38135,,5556428,2021595,X NEW HOUSE FARM COTTAGES STONDON ROAD ONGAR CM5 9XX,2023-11-17 00:00:00,2023-11-16 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
38136,,5418200,1956820,XX HIGH ROAD LOUGHTON IG104XX,2023-11-17 00:00:00,2023-11-13 00:00:00,Private P,Blockage,Above ground,Highways,< 1 Month,,0,0,PRIVATE
38132,,517850,169725,XX TRAFALGAR BUILDING HENRY MACAULAY AV KINGSTON UPO KT2 5XX,2023-11-16 00:00:00,2023-11-16 00:00:00,Foul F,Hydraulic (Overloaded),Below ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
38133,,5391054,2116622,XX THELE AVENUE WARE SG128XX,2023-11-16 00:00:00,2023-11-16 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
38134,,5104090,1726592,XX HIGH STREET FELTHAM TW134XX,2023-11-17 00:00:00,2023-11-16 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
38130,,4601160,1896465,XX STATION ROAD WALLINGFORD OX100XX,2023-11-16 00:00:00,2023-11-16 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
